CD20	CD24	CD27	CD38	IgD	id
21440	1393	780	671	2686	1444	1
21441	1336	666	1316	2699	1438	1
21444	3093	1093	468	1862	1453	2
21447	1201	526	580	2927	1545	1
21448	1422	445	526	2722	1611	1
21449	1305	351	490	2677	1319	1
21452	1371	580	418	2687	1493	1
21453	1429	400	584	2886	1334	1
21456	1509	540	302	2178	1409	1
21458	1663	606	575	2575	1804	1
21459	1096	508	619	1728	1535	1
21463	2991	1589	799	2119	1489	2
21464	1668	495	436	2949	1563	1
21465	1314	382	1292	2201	1430	1
21466	1597	840	1844	2695	1649	1
21468	1366	440	233	2126	1515	1
21470	1436	649	972	2990	1272	1
21471	1733	544	696	2553	1490	1
21472	806	641	628	2321	1448	1
21473	3023	272	431	1176	1566	2
21474	1539	597	965	3226	1448	1
21475	1018	687	658	2520	1552	1
21477	3033	1644	225	1912	1566	2
21478	1098	571	1426	2791	1776	1
21481	1487	610	513	2095	1088	1
21483	843	386	918	2456	1637	1
21484	1147	575	285	2738	1479	1
21485	1081	606	459	2301	1519	1
21486	1284	821	861	2671	1189	1
21487	3364	1316	259	2095	1690	2
21488	1133	333	671	2699	1382	1
21490	1267	720	540	2170	1589	1
21491	1452	628	328	3215	1542	1
21492	3374	1973	114	1997	1410	2
21498	1364	597	905	2968	1631	1
21503	1674	636	724	2743	1366	1
21504	832	654	1453	2725	1391	1
21505	3095	1463	91	2241	1613	2
21506	902	729	535	2684	1458	1
21507	1506	649	1045	2949	1524	1
21508	1228	606	535	2661	1722	1
21510	2910	1611	1	2213	1352	2
21513	928	481	998	3092	1393	1
21516	584	580	553	2067	1451	1
21520	1452	597	166	3185	1325	1
21523	1603	459	868	2284	1513	1
21524	1579	700	597	2495	1299	1
21526	1395	333	386	2133	1265	1
21528	1322	593	724	2828	1559	1
21531	1235	517	436	2868	1489	1
21533	3469	1571	1	1389	2107	2
21535	1287	683	436	2891	1552	1
21539	1494	597	504	1755	1353	1
21540	1443	720	696	2622	1525	1
21542	3330	1659	645	2441	1878	2
21544	1638	772	829	2901	1490	1
21549	1322	654	526	2892	1218	1
21551	1370	459	623	2897	1496	1
21552	2568	632	2284	2765	1723	1
21553	3250	2153	584	2279	2083	2
21556	3072	1516	1	2422	1597	2
21557	1595	522	472	2935	1237	1
21558	1220	298	373	2844	1423	1
21559	1531	662	584	3037	1542	1
21560	1166	687	1081	2732	1715	1
21561	977	346	2416	3164	1371	1
21563	3270	1336	242	931	1686	2
21564	1576	431	1577	2410	1446	1
21565	3057	1341	34	1738	1260	2
21568	3011	1451	220	1912	1829	2
21570	1174	784	504	2979	1131	1
21571	1249	692	580	2847	1370	1
21574	3118	1450	259	1108	1317	2
21575	1588	724	953	2528	1698	1
21579	1334	418	2430	3065	1494	1
21580	950	593	477	1845	1559	1
21581	821	535	1098	2251	1405	1
21583	1697	760	306	2737	1698	1
21584	3425	1303	64	504	1951	2
21586	3175	1716	1	1466	1745	2
21587	3195	947	276	1871	1486	2
21588	2876	1473	382	2097	1747	2
21590	1393	712	481	2743	1596	1
21591	1101	557	843	2443	1468	1
21592	3071	1429	311	2086	2025	2
21593	1431	229	3040	3569	1480	1
21594	3227	1055	122	2463	1989	2
21595	1587	588	791	2509	1543	1
21596	3298	1281	342	2252	1813	2
21597	1233	724	1262	2458	1514	1
21600	1042	571	400	2713	1360	1
21602	1201	355	289	2676	1222	1
21603	2792	1191	191	2028	1078	2
21605	3110	1337	95	2447	1058	2
21608	3228	1573	195	2446	1981	2
21610	749	566	895	2420	1352	1
21611	1272	373	708	2628	1287	1
21612	1264	619	679	2544	1625	1
21613	956	619	495	2483	1339	1
21614	2900	1068	263	1833	1328	2
21616	1546	843	477	2902	1452	1
21617	3130	1680	490	2349	1519	2
21620	2578	1987	289	2624	1311	2
21622	1561	868	575	2255	1439	1
21625	1037	593	666	2445	1377	1
21626	1037	687	2226	2554	1443	1
21627	1575	720	531	2536	1679	1
21628	1395	445	272	3176	1319	1
21631	1381	377	959	2483	1068	1
21637	899	522	504	2146	1197	1
21639	1378	490	166	2898	1300	1
21642	1697	557	708	1770	1597	1
21643	1325	772	557	2903	1531	1
21646	1424	285	468	2543	1469	1
21647	1389	636	821	3047	922	1
21649	1499	1112	1009	2640	1909	1
21650	3187	1451	400	1877	1640	2
21655	3335	1081	799	2292	1378	2
21660	1144	306	2503	2747	1395	1
21665	992	571	741	2078	1432	1
21666	2844	1435	1	2050	1722	2
21667	1129	666	806	2496	1462	1
21669	1458	645	593	1903	1207	1
21670	3133	1078	1	2179	1519	2
21672	1494	459	821	2746	1399	1
21673	1119	803	504	2022	1377	1
21675	1443	671	549	2612	1492	1
21677	1012	784	632	2736	1910	1
21678	1201	463	861	2043	1561	1
21679	708	683	610	2932	1467	1
21680	1185	606	662	1567	1493	1
21681	1336	588	1628	2596	1381	1
21683	915	504	784	2781	1558	1
21685	1456	495	632	2444	1453	1
21689	1138	1214	615	2914	1725	1
21695	1474	850	1058	2799	1559	1
21700	902	324	575	2689	953	1
21702	3020	1349	150	1877	1668	2
21704	3419	741	1	1756	1695	2
21705	1144	477	468	2321	1428	1
21706	1400	760	449	2780	1657	1
21707	1526	342	1058	2660	1071	1
21709	799	588	1015	2943	1292	1
21712	708	504	2620	1511	1423	1
21713	1294	931	1418	2321	1425	1
21714	1260	729	504	2034	1617	1
21715	1336	733	436	2250	1428	1
21717	3033	975	1	1890	1721	2
21719	1135	938	1023	2310	1486	1
21725	3349	1667	386	2272	1537	2
21726	1680	544	749	2954	1565	1
21729	704	459	418	2400	1375	1
21730	2994	2001	1	1711	1407	2
21732	840	436	580	2644	1688	1
21733	3508	1277	134	272	1639	2
21735	1093	749	700	2667	1352	1
21736	3260	1571	56	2134	1862	2
21737	1237	553	468	2761	1209	1
21738	1026	562	355	2489	1606	1
21739	871	584	2312	2223	1432	1
21742	1096	454	495	1168	1566	1
21745	857	499	540	1777	1552	1
21750	1436	495	566	2955	1303	1
21752	1248	753	2381	1341	1513	1
21754	3269	737	1	2060	1726	2
21755	1445	632	413	2532	1558	1
21759	1151	508	889	2416	1317	1
21760	1009	780	623	2167	1724	1
21761	1340	619	413	2251	1333	1
21762	3252	1164	166	2500	1914	2
21764	909	364	1034	3019	1379	1
21766	1207	615	337	2643	1402	1
21767	1199	575	1007	3023	1641	1
21769	2958	864	134	2408	1726	2
21772	861	938	1452	2957	1539	1
21773	983	588	1004	2555	1446	1
21774	1526	463	431	2603	1431	1
21776	1511	729	606	3061	1535	1
21777	1487	1009	1489	2556	1488	1
21778	1366	628	615	2730	1425	1
21781	1193	588	776	3150	1694	1
21785	1481	544	666	2529	1185	1
21787	1157	720	944	2736	1343	1
21790	2730	1012	220	2298	1609	2
21792	1612	459	535	2742	1439	1
21793	1552	351	233	2389	1537	1
21794	1636	449	1374	2259	1600	1
21795	2805	1438	254	1450	1201	2
21796	1353	666	687	2530	1600	1
21797	1295	220	418	1942	1399	1
21799	1410	909	404	3019	1305	1
21800	741	463	386	2600	1452	1
21802	3122	1218	1	2029	1952	2
21804	1040	580	687	1571	1430	1
21808	1346	364	495	2377	1448	1
21809	1151	575	1947	1516	1537	1
21810	1310	909	799	2375	1707	1
21811	2918	1390	138	1940	1796	2
21812	3245	1393	259	1896	1942	2
21814	1321	364	477	2853	1393	1
21816	2572	1714	472	2004	1632	2
21821	1264	508	440	2960	1423	1
21822	1657	495	632	2715	1452	1
21823	1460	499	615	1423	1483	1
21824	1166	593	666	2690	1160	1
21825	1720	628	708	2631	1650	1
21826	1073	364	571	2746	1350	1
21829	1463	531	170	3340	1493	1
21831	1711	495	449	2537	1513	1
21835	3032	1475	1	2070	1727	2
21837	1270	422	641	2495	1191	1
21839	1469	549	562	2538	1402	1
21840	1007	562	764	1470	1480	1
21841	2719	1317	250	1732	1400	2
21843	1168	472	486	2374	1262	1
21846	1281	597	2356	3115	1693	1
21847	965	499	486	2236	1354	1
21850	3123	1349	75	1994	1514	2
21852	1622	745	580	2792	1652	1
21855	1674	540	1112	2557	1505	1
21857	1170	619	562	2618	1530	1
21858	977	658	905	2776	1441	1
21859	2653	1399	229	2078	1523	2
21860	2693	1297	293	2172	1053	2
21861	1135	749	741	3089	1580	1
21862	1556	508	477	2633	1493	1
21863	2962	1735	64	2252	1547	2
21864	1439	737	440	2793	1724	1
21865	2809	803	98	1695	1637	2
21866	1347	843	2909	3374	1346	1
21867	2776	1334	1	2034	1585	2
21873	1689	696	272	2516	1450	1
21875	2514	1824	225	1844	1673	2
21876	1591	571	768	2540	1631	1
21878	3360	806	1	1964	1978	2
21879	1436	427	2158	2912	1339	1
21880	1066	704	602	2542	1642	1
21882	821	654	679	2398	1418	1
21883	1523	490	272	2896	1523	1
21885	1353	459	472	2865	1053	1
21886	1103	662	795	2819	1480	1
21890	3293	806	324	1101	2261	2
21891	791	720	733	2435	1649	1
21892	1571	526	409	2488	1415	1
21893	3086	1745	242	2349	1503	2
21894	1086	628	840	2080	1548	1
21895	1606	756	843	2734	1534	1
21896	1235	733	1307	2602	1478	1
21899	3363	1544	1	882	1776	2
21903	1350	486	513	2175	1195	1
21905	1706	382	662	2800	1418	1
21906	1796	246	2891	2878	1363	1
21907	3095	983	212	1569	1545	2
21911	3268	1055	23	2754	1793	2
21912	1446	382	468	2504	1260	1
21913	3150	1498	1	2252	1652	2
21914	2896	1587	566	2326	1403	2
21915	3209	1787	619	2210	1875	2
21916	1135	666	486	2193	1471	1
21919	1568	768	1547	2303	1474	1
21921	1349	549	1861	2786	1370	1
21922	1253	386	843	2796	1277	1
21925	3205	810	1	2009	1537	2
21926	628	571	776	2158	1368	1
21927	3256	1521	1	2281	1762	2
21933	1368	821	549	2024	1652	1
21934	3239	1521	1	2230	1952	2
21936	1168	481	449	2399	1689	1
21938	1126	628	720	2239	1511	1
21939	1395	580	593	2375	1468	1
21941	905	540	962	2223	1603	1
21943	1603	857	1292	2064	1571	1
21944	1463	566	1246	2665	1368	1
21948	1214	382	463	2412	1493	1
21950	3116	1142	1	1927	1391	2
21952	1541	276	49	3117	1284	1
21953	1253	531	675	2073	1443	1
21959	3267	1652	540	1974	1535	2
21960	1750	708	902	2569	1664	1
21962	3221	2173	285	158	1511	2
21968	899	641	575	2662	1446	1
21972	1413	878	1170	2742	1544	1
21976	1732	780	780	3122	1572	1
21977	1579	768	1361	2758	1162	1
21978	1396	504	522	2673	1222	1
21982	1702	549	2270	3215	1513	1
21984	959	615	692	2296	1286	1
21985	3391	1540	191	2044	1649	2
21988	1373	549	106	3248	1478	1
21989	962	355	481	2545	1313	1
21990	3082	1558	571	2036	1797	2
21993	1257	499	584	1576	1448	1
21997	3339	1673	1	1	1700	2
21999	3212	1262	204	2091	1633	2
22000	1668	818	79	3169	1560	1
22001	3057	1979	49	2329	1820	2
22005	864	544	928	2918	1403	1
22006	3336	1519	102	2158	1698	2
22009	1619	836	1117	2357	1561	1
22011	1103	337	549	1088	1554	1
22012	3195	1264	1	1954	1752	2
22013	1487	360	871	2640	1361	1
22014	1404	499	768	2835	1361	1
22019	1300	788	481	2962	1370	1
22020	980	588	784	3139	1435	1
22021	2950	1565	580	1805	1463	2
22022	3264	810	285	947	1594	2
22023	2703	1577	418	1972	1660	2
22024	2965	965	229	2008	1668	2
22025	1567	549	666	2967	1589	1
22028	3108	799	183	1631	1457	2
22029	2761	977	114	1920	1631	2
22030	1199	504	878	2462	1367	1
22031	1201	499	641	2563	1469	1
22032	1212	477	477	2613	1248	1
22033	724	391	593	2170	1307	1
22034	3032	632	158	1925	965	2
22035	972	641	2274	2484	1417	1
22036	3046	1294	1	2058	1875	2
22037	1140	459	671	2710	1333	1
22038	3278	1168	179	720	1484	2
22040	1436	602	1124	2542	1557	1
22041	1222	440	395	1884	1543	1
22043	962	892	724	2830	1619	1
22044	776	495	760	2459	1386	1
22045	1316	1330	1032	2451	1334	1
22047	580	440	878	2748	1354	1
22048	1415	463	593	2676	1131	1
22050	1325	391	729	2234	1509	1
22052	1788	593	821	1631	1449	1
22053	1459	588	696	3245	1697	1
22054	2918	989	246	2233	1422	2
22057	3096	1375	1	2052	1482	2
22059	619	619	610	2357	1334	1
22060	1514	683	195	2694	1592	1
22063	3352	1644	118	2247	1793	2
22065	1453	351	404	2567	1328	1
22067	3010	1736	472	1987	1589	2
22068	1441	463	454	2890	1267	1
22070	3385	1239	1	2389	1844	2
22072	675	477	1680	2116	1472	1
22077	950	818	791	2891	1706	1
22078	1336	495	821	2656	1378	1
22079	1364	615	1687	2687	1614	1
22083	1222	499	922	2537	1491	1
22084	1637	1096	1246	2559	1611	1
22088	1582	575	1124	2462	1830	1
22089	3031	1887	285	2133	1731	2
22093	3048	1570	41	1975	1546	2
22095	3198	764	1	2162	1398	2
22097	1524	540	187	3203	1597	1
22101	3367	1611	540	2227	2082	2
22102	832	413	915	2762	1537	1
22106	2973	1604	825	2308	1751	2
22111	1393	602	875	2844	1615	1
22115	1682	431	593	2637	1604	1
22117	1469	843	544	2749	1537	1
22118	1424	535	895	2881	1497	1
22119	3170	1851	459	2323	1836	2
22120	3157	2034	1	1852	1574	2
22122	918	404	2193	2993	1448	1
22123	3250	2129	1	2372	1347	2
22124	1437	810	386	3017	1413	1
22125	1240	636	780	1979	1431	1
22127	3194	1535	1	2254	1481	2
22129	1093	481	575	3010	1490	1
22130	3209	1410	1	2206	1446	2
22131	836	549	671	2678	1515	1
22132	1644	749	280	2604	1563	1
22133	1068	610	575	2907	1561	1
22134	1404	575	918	2312	1255	1
22137	1105	850	2011	2949	1693	1
22138	1178	449	749	2839	1774	1
22139	788	768	953	2879	1673	1
22140	1573	481	980	2817	1739	1
22141	1393	481	1258	2742	1402	1
22142	1661	756	1174	2646	1740	1
22146	3239	1404	1	2112	1882	2
22150	3033	1359	150	1912	1544	2
22151	1543	454	658	2905	1395	1
22153	1400	377	237	2636	1119	1
22157	3227	716	1	1940	1417	2
22158	472	64	3218	2638	1443	1
22163	868	615	553	2390	1473	1
22165	2345	364	2804	3252	1508	1
22166	3243	1396	1	2589	1812	2
22168	1262	704	615	1753	1563	1
22173	1340	499	1267	2811	1382	1
22174	1391	490	413	2335	1350	1
22175	1587	557	784	1493	1594	1
22177	1632	272	208	2837	1340	1
22178	1503	449	641	2563	1246	1
22181	1770	504	818	2670	1420	1
22183	2466	1248	280	1972	1509	2
22184	1462	324	566	3060	1636	1
22186	1295	756	666	2041	1526	1
22187	986	683	395	3058	1497	1
22188	1322	508	795	2801	1564	1
22189	1001	602	868	2693	1172	1
22190	1164	531	683	2055	1431	1
22191	3111	1495	216	2466	1719	2
22192	2505	658	122	1418	1813	2
22193	1340	566	2674	2594	1577	1
22196	1508	449	225	3023	1550	1
22198	733	477	636	2541	1564	1
22199	1248	679	632	2722	1590	1
22203	1133	772	562	1932	1432	1
22204	3209	1745	106	2053	2104	2
22205	3090	1126	1	2167	1503	2
22206	1562	562	233	2143	1519	1
22209	2983	1004	110	2113	1438	2
22210	1990	150	2684	3006	1170	1
22211	1437	580	549	2900	1507	1
22212	1518	562	324	2655	1526	1
22214	1708	472	571	2785	1294	1
22216	741	504	662	2058	1297	1
22217	237	170	2888	1984	1715	1
22218	3349	1242	1	2376	1863	2
22220	2306	1281	276	2158	1396	2
22222	1166	584	490	2503	1439	1
22225	1570	687	1491	3102	1636	1
22229	1269	588	418	2246	1407	1
22233	768	753	636	2363	1565	1
22234	1402	645	683	2811	1371	1
22235	1377	658	495	2110	1628	1
22238	3227	1055	199	1716	1713	2
22239	3379	915	1	2072	1978	2
22241	1265	641	724	2561	1531	1
22244	3306	836	315	1982	2494	2
22246	3350	1668	1	2306	1600	2
22247	1552	692	776	2463	1763	1
22249	619	615	745	2716	1665	1
22250	1149	513	606	1587	1533	1
22251	1258	829	882	2372	1767	1
22252	1349	580	377	2852	1277	1
22254	3258	864	1	1400	1603	2
22255	1267	373	454	2398	1650	1
22256	1445	311	2280	2711	1042	1
22260	3119	386	1	254	1299	2
22261	2566	1497	56	2103	1634	2
22262	1462	409	700	2884	1187	1
22263	1715	508	602	2864	1495	1
22264	1471	720	373	3182	1424	1
22265	3325	1239	1	2162	1857	2
22267	704	645	875	2644	1618	1
22268	1493	580	628	2567	1622	1
22269	3400	941	1	2222	1590	2
22270	1063	724	517	2618	1463	1
22271	3458	1457	1	1602	1915	2
22272	1390	671	504	2631	1551	1
22273	2655	1286	1	1941	1341	2
22274	1078	649	649	1282	1633	1
22278	1374	535	675	2791	1670	1
22279	1453	780	355	2751	1251	1
22280	3254	1611	1	2130	1479	2
22288	1321	724	895	2728	1436	1
22290	2843	2064	1015	2303	2014	2
22291	1383	649	544	2557	1201	1
22292	3050	1239	666	1934	1492	2
22295	861	391	522	2842	1507	1
22297	3230	2354	580	753	1408	2
22299	3440	1436	1	2183	1520	2
22300	1068	382	562	2133	1442	1
22304	1516	427	593	2185	1414	1
22306	3175	1598	495	2177	1659	2
22308	1525	544	1340	1894	1438	1
22310	3238	1659	122	2042	1466	2
22313	1009	445	675	2157	1485	1
22318	1216	351	3032	3226	1880	1
22319	3294	1382	1	1960	2019	2
22320	1357	575	531	2608	1276	1
22324	1571	449	95	3423	1210	1
22325	1091	404	593	1839	1407	1
22327	1584	513	1045	2853	1562	1
22329	2592	1449	472	1761	1810	2
22332	1735	504	645	2945	1480	1
22333	3385	1772	1	2238	1937	2
22338	1428	413	566	2909	1595	1
22340	1289	619	513	2316	1462	1
22343	1149	588	696	2878	1486	1
22344	2878	1330	386	2033	1523	2
22349	1012	418	636	2926	1493	1
22352	998	459	704	2335	1446	1
22353	1258	571	810	2458	1488	1
22354	1356	360	636	2325	1622	1
22355	1661	562	2314	3009	1524	1
22356	1042	315	422	1945	1581	1
22359	1561	649	712	2800	1519	1
22362	687	481	760	1786	1587	1
22364	1162	593	602	2542	1353	1
22365	2954	1658	364	2283	1946	2
22366	850	195	400	2624	1633	1
22367	3327	1571	1	2301	1675	2
22368	1042	557	289	2702	1464	1
22369	1661	588	12	2995	1504	1
22371	1093	562	544	2533	1460	1
22373	2336	889	170	1830	1499	2
22375	1160	535	628	2360	1547	1
22376	1475	602	280	2786	1562	1
22378	2958	1739	628	1810	2011	2
22381	2779	1782	237	2274	1915	2
22382	1579	481	540	2397	1434	1
22386	934	495	696	1705	1594	1
22387	1469	562	580	2603	1324	1
22388	737	632	832	2311	1457	1
22390	1391	481	687	2353	1485	1
22394	1561	499	909	2210	1436	1
22395	2917	1168	847	1762	1424	2
22396	1112	526	712	1797	1569	1
22402	1212	549	259	3133	1508	1
22403	1199	671	843	1988	1429	1
22405	1220	544	495	2025	1564	1
22407	3217	1563	1	2447	1715	2
22409	1724	619	2100	3059	1112	1
22410	1548	720	409	3034	1573	1
22411	931	431	756	2655	1497	1
22413	1422	649	549	2721	1367	1
22414	1343	531	825	2115	1587	1
22417	895	445	899	2582	1496	1
22420	1303	749	889	2520	1731	1
22421	3225	1534	1	2088	1758	2
22424	1499	875	889	2294	1572	1
22425	3191	806	154	2236	1302	2
22428	1493	298	1112	2832	1557	1
22431	1638	584	580	2398	944	1
22432	1244	499	562	2763	1495	1
22433	3078	1570	162	2237	1906	2
22434	1331	391	584	2538	1676	1
22436	1357	472	619	2691	1415	1
22438	975	468	878	2729	1486	1
22439	3091	1510	95	1856	1460	2
22440	3251	1337	580	2059	1685	2
22441	1302	449	679	3069	1383	1
22442	1333	610	696	2168	1398	1
22443	1371	499	1979	3140	1249	1
22445	1282	606	716	3156	1489	1
22447	1262	504	712	2680	1538	1
22450	1603	662	1272	3087	1661	1
22451	3029	1157	1	2106	1864	2
22456	1331	584	791	2612	1144	1
22462	1235	431	687	2654	1472	1
22463	2997	1713	130	2092	1766	2
22464	3243	1023	1	1534	1650	2
22465	1284	449	346	2730	1633	1
22467	3130	1476	847	2381	1537	2
22468	1248	418	449	1851	1295	1
22469	938	729	619	1782	1487	1
22470	3334	1698	1	2098	1717	2
22473	1399	477	495	2520	1611	1
22475	1624	922	1496	2701	1629	1
22477	1417	544	679	1765	1515	1
22479	1251	597	969	2282	1657	1
22480	1608	628	760	2585	1614	1
22483	992	364	311	2117	1140	1
22484	1007	324	895	2376	1481	1
22485	1444	382	1902	2971	1352	1
22486	2072	436	895	3596	1444	1
22487	3019	1131	98	1959	1863	2
22490	1294	696	687	1732	1592	1
22492	2425	1133	566	2013	1463	2
22494	3100	1532	404	1914	1659	2
22495	1386	351	422	2661	1350	1
22496	3354	1564	716	2394	1822	2
22497	1284	298	391	2236	1386	1
22498	3079	1353	191	1473	1274	2
22499	1713	513	540	2925	1458	1
22500	3155	2022	276	1975	1598	2
22502	1105	749	724	2366	1279	1
22503	3029	1782	91	2213	1628	2
22506	1195	436	918	2644	1267	1
22508	3261	1370	83	1888	1802	2
22516	1042	463	477	1913	1594	1
22517	1066	459	571	2652	1331	1
22519	649	504	468	2978	1420	1
22520	1777	377	1472	2474	1657	1
22521	1096	737	571	2463	1511	1
22522	1279	377	373	2846	1430	1
22523	3305	1279	1	1765	1560	2
22525	1394	619	571	2793	1747	1
22526	1373	575	364	3063	1668	1
22527	965	741	882	3069	1424	1
22529	1560	724	878	3105	1586	1
22530	1265	490	400	2646	1524	1
22532	1300	610	854	2869	1482	1
22534	3308	1408	1	2248	1492	2
22535	1246	293	995	2556	1410	1
22538	878	427	753	2384	1387	1
22539	1498	422	895	3166	1551	1
22540	950	675	463	2523	1258	1
22542	1443	531	557	2251	1429	1
22543	1968	956	1249	2747	1719	1
22545	3219	1582	154	2104	1407	2
22547	1042	490	745	3110	1428	1
22549	998	382	895	3049	1615	1
22550	1607	628	818	2314	1561	1
22551	806	641	540	2753	1454	1
22555	1248	553	495	2603	1462	1
22556	1322	360	513	2782	1267	1
22557	1144	593	1264	2870	1605	1
22558	1577	413	513	2830	1467	1
22559	3386	1880	1	2369	1967	2
22560	915	508	687	2741	1602	1
22564	1437	825	1294	2425	1647	1
22570	1347	780	311	3030	1352	1
22572	1360	575	895	2798	1417	1
22574	1117	704	836	2973	1415	1
22576	1274	610	760	2505	1633	1
22577	1642	654	619	3121	1471	1
22578	1565	733	1577	2732	1617	1
22580	1473	737	342	3118	1629	1
22581	1382	602	220	1967	1625	1
22583	1573	675	526	2976	1413	1
22585	2693	549	191	1929	1472	2
22587	1445	566	557	2626	1565	1
22588	1277	306	2064	2663	1555	1
22589	1692	355	938	2935	1370	1
22592	1341	293	2521	2634	1381	1
22593	1423	645	486	3017	1341	1
22594	2641	1333	233	1681	1317	2
22596	1770	557	1890	2322	1081	1
22597	1105	504	584	2732	1578	1
22598	1541	486	654	2650	1359	1
22599	1356	373	431	2195	1303	1
22600	3007	1555	1	2065	1402	2
22606	3241	934	106	1938	1472	2
22608	3286	1176	4	2314	1564	2
22609	825	427	606	1979	1511	1
22610	1361	610	504	2897	1467	1
22614	1539	499	355	2407	1584	1
22615	1174	276	2381	2440	1468	1
22619	1464	745	440	2058	1305	1
22620	1289	571	649	2417	1463	1
22621	1598	602	490	2723	1419	1
22622	1239	263	745	2759	1603	1
22623	1417	610	810	2970	1379	1
22624	1623	499	760	2357	1697	1
22626	1228	683	671	2381	1473	1
22628	3171	902	242	1976	1799	2
22631	3409	1482	75	2321	1622	2
22633	1073	531	840	3128	1414	1
22634	776	522	806	2075	1589	1
22641	1193	486	2030	1849	1357	1
22642	989	928	737	2222	1552	1
22645	1542	540	745	1814	1428	1
22646	1176	584	938	2322	1586	1
22647	1086	285	575	2788	1553	1
22649	1249	737	868	2061	1524	1
22651	1695	928	142	3298	1350	1
22652	1562	588	276	2545	1451	1
22653	2834	2185	553	2391	1876	2
22654	2347	1511	106	2153	1499	2
22655	1262	544	504	2968	1526	1
22658	3229	1286	342	2341	1541	2
22659	938	737	535	2112	1675	1
22660	1689	413	729	2303	1603	1
22662	3057	1363	130	2153	1707	2
22663	3117	1451	1	1988	1595	2
22666	2981	791	280	1860	1628	2
22667	1707	760	1244	2722	1174	1
22672	1066	597	679	3120	1575	1
22673	1313	658	293	2678	1472	1
22674	3427	1478	1	2344	1001	2
22678	3170	1652	413	2209	1719	2
22679	995	386	814	3039	1536	1
22680	1091	382	658	3066	1303	1
22681	1071	490	610	2436	1438	1
22682	1484	983	791	2774	1557	1
22685	1463	495	729	2498	1546	1
22686	3367	772	289	2139	1785	2
22688	1452	679	675	3072	1429	1
22690	1018	360	2532	2662	1466	1
22693	803	342	806	2916	1481	1
22694	1436	391	216	2527	1637	1
22699	1142	696	671	1838	1608	1
22701	1422	535	440	2493	1570	1
22702	1160	580	671	2150	1398	1
22703	3254	1242	328	2317	1968	2
22706	1216	472	780	2304	1683	1
22708	1389	134	2468	2600	1422	1
22709	3037	1982	1	2194	1360	2
22710	3201	1764	364	2298	2037	2
22711	3473	1555	1	2549	1834	2
22712	1228	540	675	1191	1485	1
22715	3292	490	1	535	1777	2
22718	756	641	517	2868	1409	1
22719	1218	549	854	2297	1534	1
22720	749	662	776	2807	1514	1
22721	3141	1825	37	2234	1308	2
22722	885	351	892	2212	1590	1
22723	1453	716	449	2994	1586	1
22725	3038	481	220	1779	1414	2
22726	1251	368	2035	3099	892	1
22728	3113	1458	302	2140	1419	2
22729	3125	1453	1	1919	1769	2
22730	1398	540	671	2730	1506	1
22731	1218	355	882	2049	1454	1
22733	1274	597	818	2788	1337	1
22734	2952	1833	52	741	1313	2
22735	3563	1767	302	522	1765	2
22736	3033	1992	146	1936	1586	2
22738	1053	741	840	3105	1595	1
22741	1385	795	729	1808	1572	1
22743	1286	745	409	2694	1671	1
22745	1487	364	526	2624	1224	1
22747	1274	499	712	2327	1551	1
22748	941	427	324	1719	1509	1
22750	3324	1968	1	2334	2105	2
22751	1738	666	810	3305	1548	1
22754	3100	1115	216	2138	1743	2
22759	986	636	619	2672	1527	1
22761	1149	654	588	3109	1654	1
22762	3156	1363	1	2371	1547	2
22763	753	588	391	2358	1368	1
22764	1727	526	615	2690	1540	1
22766	1402	615	947	2897	1565	1
22767	1001	377	675	1745	1611	1
22769	1431	463	1948	3060	1529	1
22771	1267	645	463	2812	1505	1
22773	1201	716	696	2199	1478	1
22783	1562	544	427	2950	1319	1
22784	902	431	610	2510	1257	1
22786	1174	1	3273	2643	1639	1
22789	1615	477	540	2477	1550	1
22790	1596	571	557	2384	1157	1
22791	2838	1841	490	1751	1593	2
22792	1604	1214	1083	2565	2009	1
22793	1408	486	597	2269	1337	1
22795	1032	440	821	2761	1542	1
22797	1454	623	377	2738	1604	1
22800	1417	562	440	2798	1399	1
22803	1284	351	472	2537	1251	1
22805	1199	454	810	2861	1327	1
22807	2269	1042	360	2034	1434	2
22810	1443	454	2782	2855	1405	1
22812	810	337	788	2071	1400	1
22813	1502	692	741	2475	1475	1
22814	1157	654	645	2988	1586	1
22820	2920	1037	242	2943	1813	2
22821	1068	645	810	2646	1469	1
22824	1698	298	499	2572	1448	1
22828	2656	1860	272	1906	1767	2
22830	1207	602	306	2526	1307	1
22831	1452	745	1004	2456	1552	1
22832	832	526	517	1791	1450	1
22834	1407	780	975	2954	1590	1
22836	1676	504	1242	2342	1566	1
22837	1666	311	368	2830	1086	1
22840	1224	513	2089	1814	1468	1
22843	1015	463	784	1647	1629	1
22844	1524	772	729	2475	1584	1
22846	3370	1108	1	2169	1684	2
22847	1246	687	692	2134	1655	1
22848	878	486	404	2790	1270	1
22851	1409	666	737	2411	1686	1
22852	1564	606	584	2879	1752	1
22853	1289	772	306	2588	1597	1
22854	1402	562	566	3030	1551	1
22855	2834	875	246	1805	1661	2
22856	2945	696	1	1961	1761	2
22858	1557	158	2331	1467	1212	1
22860	2983	909	162	2083	1556	2
22861	3154	658	195	1986	1007	2
22862	675	431	606	2877	1435	1
22866	1554	687	490	2714	1359	1
22867	1674	549	1589	3182	1375	1
22869	986	481	720	2652	1665	1
22870	1582	788	544	2754	1078	1
