CD14	CD23	CD3	CD19	id
200	207	630	244	7
152	23	548	136	7
125	187	536	245	7
196	266	286	280	5
285	291	256	327	8
77	258	522	305	7
146	116	538	277	7
218	145	263	124	1
193	263	277	299	5
105	105	581	181	7
277	284	230	284	8
125	128	539	216	7
0	129	505	221	7
401	427	419	596	3
252	224	586	93	7
233	311	350	263	8
175	254	305	221	4
173	275	278	297	5
53	191	406	233	7
336	343	288	336	8
159	0	516	211	7
172	337	299	237	4
183	264	260	264	5
184	277	292	242	5
69	558	0	489	2
96	139	506	216	7
151	170	218	167	1
216	280	259	310	5
262	401	326	276	8
177	172	528	295	7
182	318	281	256	5
209	235	272	243	5
67	0	555	161	7
83	97	189	7	1
170	125	592	238	7
91	97	594	120	7
160	134	549	201	7
250	349	252	268	8
29	66	33	227	1
90	151	507	307	7
318	320	346	318	8
189	236	276	199	4
273	343	208	285	8
169	386	279	486	2
183	279	239	224	4
235	265	202	225	4
233	319	270	228	4
145	179	271	277	5
51	122	530	186	7
616	22	243	95	6
72	57	353	305	7
202	171	551	259	7
93	176	578	271	7
617	121	256	147	6
218	254	281	214	4
143	177	162	170	1
668	0	189	250	6
115	249	593	239	7
126	251	246	207	5
223	284	288	283	8
139	256	316	295	5
97	125	555	165	7
257	366	302	242	8
131	226	596	276	7
56	26	498	232	7
179	54	540	189	7
179	173	288	237	5
202	303	294	350	8
245	316	328	281	8
182	295	256	242	5
208	213	571	263	7
70	72	570	83	7
146	220	592	283	7
246	267	325	316	8
205	277	288	288	5
228	105	240	242	5
376	278	301	299	8
217	273	235	96	4
157	186	195	64	1
96	154	590	233	7
42	75	535	106	7
171	198	678	297	7
86	231	562	289	7
126	268	249	202	4
247	259	258	252	5
678	301	313	276	6
22	323	183	449	2
181	363	295	191	4
487	464	365	321	9
216	281	289	260	5
164	144	434	170	7
292	350	345	282	8
271	338	252	256	8
228	317	615	334	7
587	309	247	248	6
199	235	240	247	5
1	230	500	287	7
258	368	352	223	8
224	285	234	235	4
208	299	192	236	5
252	254	244	212	4
181	108	460	155	7
606	551	374	333	9
96	225	530	218	7
129	246	174	284	5
2	159	151	85	1
208	236	324	203	4
95	277	562	203	7
92	212	486	274	7
106	192	613	265	7
78	183	67	337	1
318	359	379	282	8
246	273	235	245	5
501	531	438	356	9
222	316	301	271	8
84	113	141	149	1
293	310	272	231	8
94	0	560	219	7
217	263	189	328	5
139	206	507	228	7
57	105	565	199	7
100	162	547	298	7
85	202	509	298	7
185	211	544	140	7
537	270	264	215	6
207	165	576	258	7
181	297	294	261	5
618	388	375	413	9
246	253	258	256	5
78	0	594	215	7
152	184	443	116	7
252	240	218	301	5
144	595	186	515	2
114	184	545	98	7
240	295	304	242	8
187	167	569	243	7
166	2	538	200	7
0	0	568	286	7
33	233	546	242	7
170	220	241	188	4
134	188	619	264	7
275	279	270	281	8
87	165	360	163	1
105	264	534	235	7
174	231	618	215	7
184	55	547	228	7
149	230	649	260	7
528	280	236	138	6
166	324	299	270	5
244	226	236	196	4
96	103	335	238	1
189	43	464	261	7
268	264	299	222	4
163	296	222	228	5
87	36	554	206	7
420	467	426	596	3
289	260	313	252	8
114	229	351	227	5
138	502	220	567	2
13	12	537	215	7
185	296	176	126	4
149	352	319	82	4
96	134	567	228	7
211	226	209	201	4
211	272	273	126	4
60	113	516	160	7
84	0	547	225	7
200	343	258	344	8
415	298	288	214	8
142	24	567	261	7
180	258	287	254	5
173	283	234	16	4
74	163	557	269	7
207	309	328	417	8
59	497	26	466	2
173	116	256	218	1
181	318	235	336	5
245	279	230	280	5
109	102	603	223	7
151	212	593	296	7
161	252	279	293	5
114	97	546	257	7
184	314	229	83	4
162	261	176	130	4
108	133	344	106	1
12	0	361	218	7
111	10	557	183	7
215	258	277	204	4
642	663	600	497	9
292	318	320	292	8
221	226	204	295	5
237	147	571	305	7
54	221	555	238	7
365	464	400	365	3
95	213	562	197	7
196	158	170	528	5
195	212	241	253	5
56	221	468	245	7
109	8	57	452	1
127	140	554	322	7
128	38	553	204	7
70	126	569	182	7
217	251	281	343	5
75	60	591	190	7
67	172	234	235	1
280	262	322	193	4
116	32	195	544	5
159	132	560	79	7
74	115	563	185	7
303	374	345	337	8
172	233	225	284	5
181	277	281	219	4
198	340	308	272	8
93	29	90	157	1
131	221	543	194	7
82	107	481	199	7
111	177	566	235	7
95	123	558	270	7
136	228	518	248	7
217	302	249	231	4
49	108	190	146	1
135	126	546	264	7
42	147	512	254	7
303	325	283	132	4
161	207	580	101	7
135	78	571	175	7
187	315	234	289	5
98	15	509	261	7
130	357	249	188	4
227	317	271	255	8
186	166	528	300	7
66	99	495	166	7
144	218	572	239	7
124	319	264	224	4
265	333	634	380	7
270	303	273	275	8
173	235	226	257	5
188	304	318	218	4
259	269	329	195	4
289	428	291	306	8
194	55	596	189	7
431	489	464	604	3
184	199	502	226	7
64	181	426	191	7
175	310	177	70	4
214	255	281	300	5
295	188	289	199	4
43	623	47	546	2
157	138	218	156	1
121	199	517	23	7
175	299	278	218	4
152	109	565	295	7
9	91	572	309	7
72	123	126	169	1
255	243	267	251	5
99	271	263	280	5
167	205	141	0	1
195	302	275	292	5
24	0	580	308	7
227	371	343	224	8
68	452	0	563	2
1	119	111	225	1
55	198	541	245	7
554	714	707	467	9
251	613	227	522	2
259	311	290	123	4
41	179	550	276	7
136	303	270	258	5
126	173	600	208	7
226	227	295	342	5
185	278	276	253	5
552	614	569	494	9
171	364	289	181	4
369	440	526	355	3
619	698	585	423	9
281	292	221	127	4
185	249	258	221	4
188	116	598	266	7
34	101	209	491	5
239	276	284	259	8
101	142	570	258	7
589	252	263	200	6
308	261	280	262	8
93	499	120	521	2
114	171	561	251	7
241	333	311	310	8
150	258	223	240	5
246	285	290	291	8
108	295	206	287	5
92	111	628	318	7
153	310	279	274	5
19	258	522	293	7
121	239	287	259	5
251	279	331	310	8
26	541	178	523	2
245	382	328	310	8
216	292	299	238	4
217	241	276	252	5
146	321	226	232	5
549	607	663	414	9
138	137	508	319	7
316	381	337	350	8
263	272	247	296	8
152	217	428	209	7
137	234	287	312	5
600	644	641	408	9
122	34	584	159	7
17	159	561	278	7
595	247	261	281	6
0	29	555	215	7
159	232	543	276	7
193	272	219	257	5
109	175	548	224	7
268	300	258	230	4
142	260	604	197	7
250	318	319	225	8
172	340	294	272	8
187	84	498	278	7
274	270	305	275	8
31	0	459	231	7
231	278	263	244	4
0	450	0	476	2
303	225	193	235	4
272	296	300	245	8
407	470	437	598	3
221	250	269	318	5
1	82	553	223	7
0	632	0	507	2
26	502	145	488	2
80	165	585	247	7
41	206	605	185	7
0	617	52	451	2
115	0	601	321	7
609	300	388	334	6
299	163	239	220	4
175	273	256	273	5
232	210	279	287	5
141	238	500	248	7
83	142	511	280	7
221	292	285	64	4
95	166	545	273	7
157	272	247	267	5
216	176	317	137	4
244	267	290	240	4
178	177	553	173	7
37	143	409	182	7
104	138	579	335	7
97	177	127	164	1
158	302	483	238	7
69	201	50	108	1
94	579	0	453	2
138	167	594	273	7
203	357	301	161	4
536	635	605	444	9
193	351	260	191	4
28	45	223	132	1
112	92	162	238	1
253	140	292	345	5
203	300	294	282	5
205	266	290	224	4
141	61	584	252	7
252	320	249	278	8
274	366	355	326	8
165	243	596	283	7
81	159	608	290	7
277	310	295	249	8
129	0	541	156	7
164	242	301	248	5
215	270	288	304	5
143	319	282	333	5
255	312	317	319	8
175	250	281	217	4
513	545	437	423	9
452	510	482	612	3
172	288	230	260	5
106	168	503	248	7
151	168	560	222	7
186	126	201	216	1
340	337	266	241	8
239	266	307	187	4
234	280	286	269	8
86	133	600	279	7
157	354	158	542	2
29	234	534	302	7
24	263	153	198	1
9	451	143	434	2
61	168	0	483	2
89	0	586	249	7
195	261	281	310	5
627	0	214	196	6
132	0	556	197	7
66	170	518	289	7
43	81	264	170	1
102	9	228	151	1
329	237	277	206	4
175	203	105	190	1
184	19	521	267	7
141	64	564	171	7
48	19	606	290	7
292	376	322	294	8
179	293	255	183	4
227	80	184	204	1
624	317	251	254	6
216	247	539	215	7
96	202	220	210	1
118	0	188	0	1
218	237	106	268	5
116	286	238	323	5
274	219	249	230	4
136	230	537	171	7
0	199	589	260	7
150	87	506	242	7
0	124	543	288	7
9	652	0	460	2
0	248	625	326	7
161	157	514	206	7
101	265	569	253	7
126	98	549	314	7
397	466	398	411	3
55	191	49	140	1
210	290	298	276	5
93	140	147	24	1
156	201	183	189	1
235	291	314	210	4
94	306	237	203	4
83	155	509	245	7
29	0	544	253	7
142	173	639	271	7
53	183	331	243	5
245	216	213	189	4
50	219	608	248	7
199	149	207	81	1
144	129	135	540	5
199	305	287	307	5
77	177	536	259	7
211	384	294	181	4
131	15	551	97	7
0	560	5	457	2
289	265	223	267	5
278	208	324	242	4
236	431	205	178	4
172	67	558	261	7
53	85	499	263	7
155	112	106	222	1
55	200	570	247	7
137	46	222	186	1
223	68	531	110	7
297	298	348	178	4
121	231	534	219	7
110	133	534	117	7
75	182	640	321	7
82	109	520	179	7
59	136	563	111	7
56	605	0	513	2
286	309	228	85	4
224	295	318	237	8
121	248	106	521	2
194	296	311	253	5
647	62	231	303	6
187	239	554	234	7
257	288	274	266	8
278	252	314	263	8
372	296	315	251	8
146	175	210	219	1
68	149	5	137	1
184	231	273	285	5
222	317	271	305	8
688	0	237	203	6
111	280	312	175	4
135	186	549	296	7
117	121	574	253	7
183	262	228	278	5
99	187	206	70	1
426	619	400	462	9
196	295	272	177	4
142	624	132	501	2
177	282	242	120	4
124	65	391	185	7
232	287	254	272	5
142	239	571	283	7
64	52	504	90	7
34	233	610	231	7
153	204	145	244	5
290	293	350	222	8
144	189	518	103	7
181	62	607	273	7
58	139	616	277	7
162	237	147	260	5
201	241	555	162	7
0	133	520	259	7
195	251	306	305	5
72	0	589	295	7
207	276	255	327	5
65	440	22	526	2
213	311	263	114	4
236	277	248	212	4
47	161	570	312	7
66	124	587	314	7
218	317	288	303	8
206	199	290	87	4
203	256	179	144	4
93	0	75	204	1
597	225	198	149	6
118	259	634	365	7
222	262	314	148	4
80	175	520	160	7
192	289	195	289	5
111	281	259	257	5
78	306	218	213	5
126	95	206	265	1
176	144	553	240	7
137	127	629	288	7
109	113	577	243	7
168	256	299	236	5
98	180	509	251	7
608	289	220	185	6
273	334	301	237	8
76	93	514	219	7
35	127	470	237	7
170	292	257	261	5
263	326	200	239	4
157	318	419	275	8
151	264	271	296	5
176	172	195	324	5
110	246	121	164	1
75	13	253	192	1
68	86	539	234	7
78	301	611	279	7
95	33	144	149	1
52	176	637	276	7
58	0	506	210	7
59	134	380	181	7
206	311	270	283	5
82	402	113	526	2
73	76	585	241	7
367	406	406	566	3
90	232	516	220	7
106	0	598	242	7
139	80	599	298	7
144	232	293	238	5
152	320	285	222	4
352	378	270	266	8
115	41	355	144	1
117	63	563	248	7
144	180	197	284	5
224	271	293	219	4
108	183	486	229	7
233	346	296	269	8
650	205	247	290	6
67	97	500	262	7
93	106	373	214	7
3	47	607	213	7
146	219	535	268	7
273	330	337	266	8
55	235	579	262	7
27	111	561	288	7
137	411	202	268	5
134	283	230	289	5
88	0	587	211	7
180	233	246	214	4
157	198	581	289	7
144	232	236	184	4
62	175	521	100	7
143	9	595	302	7
242	346	309	272	8
207	282	290	194	4
221	111	572	174	7
113	209	575	214	7
449	607	606	422	9
156	266	617	292	7
130	314	300	182	4
12	102	581	205	7
581	23	171	261	6
161	343	311	209	4
213	250	301	290	5
211	320	263	189	4
178	311	271	198	4
120	66	571	143	7
203	244	219	211	4
272	339	234	302	8
215	206	250	137	4
275	279	251	235	4
76	188	576	242	7
192	26	265	234	1
190	0	480	154	7
172	254	235	223	5
209	238	318	307	5
147	227	196	221	5
287	349	308	304	8
263	166	256	374	5
164	162	545	190	7
294	280	286	185	4
182	120	522	256	7
127	335	203	273	5
70	533	53	532	2
130	5	541	218	7
163	300	228	311	5
200	246	321	304	5
257	324	254	239	8
650	61	257	247	6
253	371	321	357	8
199	285	232	236	5
108	288	262	310	5
265	321	323	296	8
123	102	491	166	7
159	288	299	341	5
183	98	164	226	1
247	287	290	270	8
140	56	568	183	7
185	170	577	110	7
189	164	586	290	7
230	290	254	375	5
147	280	227	250	5
110	45	542	250	7
118	69	522	248	7
546	705	460	438	9
221	240	291	249	5
315	500	254	284	8
230	315	264	228	4
0	265	510	233	7
177	263	334	288	5
109	36	477	309	7
135	105	440	123	7
163	244	326	222	4
214	244	265	264	5
79	255	24	462	2
129	190	282	280	5
220	106	220	249	1
309	264	536	344	8
79	142	179	245	1
154	294	313	286	5
244	318	248	320	8
104	214	223	199	1
254	329	270	208	4
226	192	248	248	5
158	273	240	255	5
202	237	542	173	7
128	6	224	198	1
231	286	292	190	4
234	316	247	230	4
146	111	567	187	7
109	0	537	281	7
16	140	62	454	5
152	168	576	229	7
551	117	199	233	6
0	194	574	310	7
175	356	229	208	4
614	77	279	285	6
169	316	292	281	5
62	173	618	238	7
155	220	556	255	7
106	268	164	356	5
368	467	384	461	3
299	313	268	339	8
224	277	273	274	5
306	360	280	276	8
144	201	584	283	7
36	196	606	310	7
258	142	579	238	7
132	98	579	228	7
13	60	0	290	1
50	197	164	148	1
37	98	537	317	7
109	83	186	205	1
620	263	320	293	6
282	293	205	261	8
0	102	544	160	7
62	214	562	225	7
34	144	555	168	7
488	358	250	335	6
214	331	243	263	8
173	215	280	281	5
42	140	614	256	7
164	161	563	277	7
221	299	293	315	8
56	211	330	126	1
157	296	270	311	5
114	0	471	230	7
128	68	558	267	7
580	223	326	249	6
80	0	592	257	7
51	131	499	308	7
244	252	293	268	5
105	83	580	17	7
136	227	596	285	7
217	263	274	191	4
76	94	590	308	7
190	234	215	155	4
94	158	145	148	1
171	123	536	198	7
182	255	158	306	5
82	258	555	73	7
66	590	0	445	2
152	32	474	87	7
104	64	551	248	7
252	339	291	302	8
177	167	340	174	4
64	588	0	516	2
12	102	496	142	7
99	125	506	147	7
172	78	564	294	7
551	124	163	317	6
311	210	285	233	4
154	296	267	278	5
176	126	239	239	1
183	250	314	247	5
112	157	540	271	7
194	115	570	286	7
268	279	259	295	8
414	477	420	366	3
72	243	531	211	7
157	188	150	236	1
184	276	322	292	5
69	0	163	172	1
117	263	282	234	5
139	252	227	256	5
216	165	568	335	7
100	207	554	267	7
163	123	542	229	7
176	178	542	295	7
286	278	272	220	4
257	235	282	299	5
0	167	569	307	7
289	160	256	230	5
532	176	241	160	6
224	292	296	132	4
619	307	351	257	6
342	264	246	304	8
201	176	286	226	5
18	193	511	128	7
166	195	565	259	7
70	447	123	510	2
76	0	591	260	7
0	177	460	134	7
128	7	548	252	7
603	10	175	239	6
57	161	217	159	1
240	254	300	229	4
85	254	271	259	5
235	294	296	250	8
152	125	549	231	7
201	323	240	344	5
99	110	562	252	7
335	304	253	246	8
95	165	613	348	7
536	258	240	266	6
313	321	358	306	8
184	220	278	304	5
233	294	198	290	5
71	202	515	255	7
377	284	274	258	8
105	207	560	256	7
476	648	654	463	9
160	56	465	199	7
95	77	592	273	7
241	305	220	265	5
161	258	502	245	7
87	208	173	277	5
148	94	527	244	7
115	172	589	203	7
229	284	306	311	8
57	165	144	181	1
217	305	307	274	8
326	219	325	252	8
29	202	590	325	7
705	768	525	387	9
170	233	282	284	5
223	313	256	233	4
24	0	585	234	7
52	195	520	157	7
89	0	369	175	1
142	127	567	163	7
247	245	239	223	4
662	295	333	237	6
183	268	275	132	4
190	316	296	256	8
280	255	272	137	4
154	97	577	280	7
163	107	558	241	7
207	304	305	308	8
185	340	219	322	5
121	111	574	277	7
112	34	580	231	7
200	258	301	53	4
37	0	603	253	7
186	316	214	181	4
104	154	596	278	7
656	111	230	298	6
157	146	565	231	7
127	212	439	218	7
540	555	476	396	9
58	115	561	219	7
204	233	271	268	5
64	183	169	115	1
112	118	493	202	7
162	212	516	156	7
110	199	570	105	7
323	272	239	297	8
187	283	248	272	5
181	148	547	291	7
222	158	288	304	5
257	315	327	296	8
101	240	203	159	1
131	302	289	300	5
262	339	302	269	8
98	55	566	247	7
74	118	635	256	7
109	141	392	241	7
117	160	560	202	7
247	285	181	239	5
206	116	576	211	7
99	193	566	215	7
195	316	294	264	8
277	333	318	109	4
105	258	169	423	5
427	557	347	391	3
80	577	107	470	2
139	0	354	234	1
130	81	536	260	7
116	258	554	140	7
158	235	578	268	7
195	362	154	161	4
472	296	268	327	6
224	269	186	232	5
156	156	543	289	7
169	188	546	222	7
107	180	532	327	7
205	227	234	177	4
38	0	348	227	1
142	312	257	265	5
107	235	195	255	5
308	399	258	290	8
21	77	504	177	7
227	299	246	326	5
90	207	505	229	7
127	204	218	269	5
48	78	567	22	7
186	228	163	250	5
0	0	568	323	7
158	282	300	267	5
365	435	375	563	3
649	0	286	296	6
119	190	566	275	7
214	258	294	176	4
135	170	516	248	7
267	343	316	268	8
200	299	330	265	8
195	308	224	248	5
176	263	231	290	5
160	200	606	283	7
270	232	316	320	8
313	298	501	199	8
114	66	202	180	1
0	125	383	40	1
227	373	322	215	8
92	305	289	253	5
191	231	250	73	4
34	267	494	248	7
88	63	531	121	7
103	266	218	242	5
111	8	192	262	1
196	252	250	197	4
12	325	0	497	2
268	337	316	236	8
30	214	52	526	2
386	270	205	202	4
140	259	295	169	4
515	169	194	184	6
274	183	196	300	5
679	319	356	334	6
0	0	440	142	7
90	111	164	353	1
169	254	641	300	7
220	128	273	266	5
94	232	465	156	7
12	527	86	473	2
197	270	271	221	4
147	90	387	150	7
111	256	377	102	4
57	57	598	300	7
168	276	535	184	7
114	184	151	174	1
490	507	392	348	9
332	387	432	274	8
151	194	547	274	7
232	311	279	193	4
135	76	531	233	7
252	296	345	108	4
163	167	576	250	7
132	150	514	167	7
104	158	561	151	7
222	261	301	83	4
240	151	252	226	5
204	227	224	237	5
268	311	328	296	8
290	388	377	400	8
578	227	151	158	6
210	318	301	181	4
151	292	242	241	5
165	495	0	475	2
12	165	544	230	7
286	338	297	347	8
134	95	553	244	7
130	184	545	291	7
131	127	147	0	1
105	51	602	272	7
109	60	513	258	7
226	297	342	251	8
89	49	542	259	7
234	257	306	223	4
209	323	286	153	4
166	299	214	271	5
221	144	627	225	7
137	219	145	137	1
231	285	298	237	4
366	391	404	323	8
170	326	272	237	4
398	271	263	267	8
222	230	286	214	4
196	334	205	229	4
111	241	604	264	7
574	127	315	173	6
267	272	274	295	8
126	44	586	240	7
126	309	301	223	4
0	487	88	558	2
82	100	170	95	1
189	228	579	290	7
0	115	550	241	7
163	39	192	0	1
436	607	279	286	9
274	297	265	234	8
115	4	577	173	7
50	154	563	325	7
108	156	537	287	7
127	255	535	242	7
118	184	591	242	7
192	250	217	258	5
227	249	244	244	5
485	41	178	264	6
183	363	251	216	4
631	199	270	303	6
165	10	574	163	7
278	325	289	293	8
116	207	577	274	7
76	125	658	350	7
0	164	596	279	7
228	256	243	248	5
195	318	337	194	4
146	22	541	277	7
152	201	175	213	1
201	260	219	212	4
189	228	610	237	7
206	311	182	456	5
117	150	545	96	7
179	194	520	139	7
244	259	212	288	5
146	95	471	279	7
152	267	248	262	5
411	476	411	491	3
407	470	441	415	3
589	263	262	263	6
114	85	183	226	1
523	0	169	160	6
177	310	300	301	5
163	138	154	231	1
120	0	413	255	7
42	0	482	238	7
290	378	278	192	8
199	279	303	186	4
131	115	538	261	7
264	301	166	595	2
201	66	531	250	7
107	121	89	78	1
88	193	490	211	7
194	276	218	253	5
248	338	245	212	4
62	206	118	184	1
174	232	560	263	7
14	120	542	235	7
657	204	282	290	6
61	71	605	156	7
75	214	519	303	7
232	320	251	268	8
231	251	197	220	4
586	0	289	186	6
262	363	173	254	8
213	294	331	229	4
124	277	223	218	5
132	173	503	256	7
213	242	274	152	4
32	373	93	458	2
245	295	246	237	4
154	0	598	267	7
127	239	274	218	5
174	257	271	267	5
228	230	246	219	4
143	183	533	195	7
271	285	238	260	8
320	311	241	263	8
141	269	338	304	5
189	299	253	212	4
290	372	268	259	8
197	78	262	218	1
189	252	240	296	5
125	151	511	231	7
75	172	521	191	7
0	110	617	335	7
132	236	545	202	7
399	453	631	390	9
344	406	370	361	8
154	221	611	278	7
156	72	493	204	7
154	673	94	583	2
210	311	287	304	8
92	180	574	200	7
125	16	569	216	7
204	346	305	225	4
82	77	628	251	7
176	211	295	302	5
281	319	222	193	4
86	165	567	217	7
119	120	551	255	7
122	118	563	327	7
93	432	27	478	2
89	133	549	192	7
195	284	191	188	4
354	355	334	350	8
105	188	559	11	7
180	262	589	297	7
118	0	495	149	7
153	193	580	223	7
615	258	145	233	6
265	271	239	207	4
117	247	544	183	7
80	31	546	273	7
297	330	302	263	8
153	57	117	209	1
297	219	190	259	5
257	313	341	240	8
342	297	276	266	8
116	189	195	228	1
140	52	546	86	7
245	324	278	157	4
159	192	321	112	4
0	96	528	271	7
221	330	268	285	8
209	212	272	277	5
311	265	296	262	8
184	218	230	308	5
244	319	290	188	4
0	255	555	301	7
253	293	298	218	4
85	188	554	275	7
121	89	134	198	1
101	193	104	157	1
122	0	569	245	7
157	393	246	297	8
325	394	357	345	8
186	279	246	209	4
650	212	279	294	6
115	148	590	224	7
229	307	256	193	4
247	257	318	294	8
238	261	259	255	5
258	283	306	255	8
152	310	218	75	4
104	260	572	308	7
196	185	222	188	4
267	194	319	217	4
324	437	330	371	8
109	215	537	199	7
114	178	341	180	4
53	148	89	450	5
207	199	259	322	5
95	94	465	142	7
17	0	367	274	7
2	490	131	482	2
238	250	308	186	4
227	358	311	257	8
81	0	545	303	7
47	116	585	251	7
603	724	649	469	9
141	228	149	180	1
376	468	420	329	3
144	133	597	231	7
153	256	249	265	5
179	128	358	107	4
161	215	607	36	7
362	369	297	227	8
170	244	558	319	7
48	120	579	283	7
33	63	231	73	1
434	494	385	430	3
109	83	252	0	1
129	228	507	27	7
87	218	528	272	7
212	320	227	268	5
161	0	471	182	7
254	282	274	248	8
233	302	260	281	8
8	203	524	200	7
96	176	561	229	7
684	298	255	287	6
260	277	315	325	8
122	254	182	436	5
642	196	365	276	6
211	336	121	217	4
6	159	129	198	1
156	274	589	290	7
300	245	327	304	8
146	209	238	307	5
113	210	521	229	7
149	114	558	265	7
109	167	544	270	7
69	256	160	137	1
49	160	514	203	7
0	339	0	254	2
218	85	527	164	7
138	136	546	199	7
623	263	269	273	6
138	243	0	572	2
163	253	278	239	5
156	1	528	208	7
135	122	528	252	7
90	174	602	298	7
361	400	604	347	3
203	292	287	237	4
88	552	52	553	2
193	72	547	264	7
115	98	562	227	7
94	135	513	308	7
61	192	0	556	2
282	274	220	276	5
354	356	264	334	8
30	514	118	489	2
288	306	287	229	8
143	210	52	49	1
164	205	560	224	7
153	31	537	289	7
221	226	85	188	1
246	275	286	247	8
175	466	244	454	2
117	180	141	249	1
0	72	4	144	1
178	317	238	257	5
157	194	211	22	1
228	270	310	249	8
13	90	593	126	7
164	294	298	262	5
184	259	291	238	5
155	345	263	172	4
156	190	553	260	7
81	128	570	298	7
121	236	387	117	4
149	134	595	317	7
118	0	531	26	7
124	171	561	244	7
78	132	520	212	7
140	156	556	238	7
104	244	292	111	4
278	315	321	324	8
122	0	116	172	1
148	221	312	273	5
647	19	219	249	6
692	208	299	292	6
145	190	546	241	7
63	190	438	233	7
165	323	295	284	5
35	0	169	179	1
28	146	564	209	7
146	160	536	197	7
118	111	522	216	7
194	314	282	262	5
278	301	224	207	4
219	325	335	280	8
113	116	318	108	1
556	244	285	307	6
65	159	151	206	1
42	242	567	213	7
145	0	574	250	7
156	217	545	214	7
174	253	208	276	5
270	293	269	164	4
287	343	300	271	8
192	44	383	246	7
80	170	538	178	7
157	41	548	237	7
229	247	250	153	4
110	253	521	131	7
120	164	501	299	7
100	210	528	182	7
173	207	174	250	5
125	0	343	252	1
80	228	580	221	7
171	266	551	274	7
144	140	463	219	7
84	247	574	215	7
207	281	438	227	8
113	130	552	232	7
130	232	174	503	5
152	97	521	111	7
64	206	189	250	1
275	385	346	250	8
309	346	338	388	8
171	82	298	273	5
117	249	576	314	7
101	143	247	295	5
91	184	322	182	1
106	152	396	117	7
0	70	539	173	7
234	265	304	229	4
310	276	253	182	4
69	194	581	272	7
102	81	565	292	7
184	237	519	334	7
211	247	317	231	4
143	102	235	212	1
187	323	301	295	8
225	288	277	300	8
608	52	331	283	6
214	358	347	224	8
288	266	258	231	4
227	216	273	71	4
168	174	158	185	1
101	216	588	246	7
265	284	321	284	8
222	424	289	249	8
131	176	635	344	7
638	205	276	210	6
178	128	538	223	7
120	240	509	290	7
152	261	508	227	7
74	212	547	194	7
0	185	573	294	7
45	35	486	198	7
215	311	217	296	5
227	302	253	259	5
114	23	579	258	7
146	164	403	106	7
0	609	43	502	2
115	196	384	89	4
77	232	517	117	7
142	293	247	173	4
85	292	220	272	5
277	312	221	292	8
153	187	548	190	7
99	178	508	186	7
133	158	570	242	7
185	305	305	201	4
255	255	250	176	4
650	312	167	266	6
690	799	739	469	9
74	319	137	521	2
76	270	194	98	1
197	272	594	342	7
466	482	357	362	3
256	202	289	294	5
101	221	574	144	7
234	377	302	260	8
206	255	291	250	5
214	474	339	572	3
41	45	575	253	7
248	298	313	302	8
249	380	278	233	8
92	110	569	254	7
456	245	251	250	6
70	0	595	273	7
427	444	456	610	3
163	0	616	111	7
261	226	314	259	5
201	307	235	233	4
47	77	576	251	7
10	74	463	282	7
280	300	303	257	8
172	161	491	79	7
0	561	12	496	2
354	272	280	23	4
308	446	557	278	8
212	111	573	226	7
170	212	548	295	7
327	359	307	182	8
260	328	337	200	8
138	274	338	195	4
24	395	214	307	5
78	207	614	204	7
140	248	149	489	5
246	359	279	305	8
107	172	394	237	7
433	469	485	444	3
215	323	246	168	4
650	0	155	286	6
18	564	16	475	2
98	654	205	472	2
286	296	271	223	8
233	237	262	192	4
85	27	530	157	7
85	179	507	149	7
170	134	531	224	7
137	93	512	167	7
200	288	247	302	5
256	260	312	220	4
98	491	0	484	2
100	247	549	221	7
123	209	120	118	1
128	208	561	285	7
208	249	287	255	5
103	226	302	285	5
69	37	610	331	7
293	341	218	257	8
256	259	251	65	4
236	328	262	294	8
173	129	533	276	7
4	206	167	168	1
268	331	307	226	8
334	408	382	327	8
153	216	529	213	7
124	309	232	268	5
215	331	231	294	5
110	0	69	176	1
547	572	430	447	9
116	70	623	288	7
137	0	592	152	7
653	16	187	300	6
251	252	238	300	5
29	123	581	192	7
172	122	577	193	7
205	289	311	285	8
192	284	319	65	4
82	0	216	234	1
218	327	310	254	8
146	244	298	250	5
311	263	206	249	4
296	246	208	246	5
471	324	295	257	6
210	246	531	119	7
125	93	522	163	7
143	259	169	261	5
161	283	293	279	5
154	140	573	282	7
36	65	535	308	7
211	305	241	452	5
651	74	58	139	6
18	103	586	225	7
128	229	571	236	7
143	89	523	179	7
214	0	581	273	7
181	84	541	107	7
0	593	107	472	2
209	279	208	270	5
141	0	541	276	7
369	449	383	606	3
104	223	483	256	7
129	263	430	194	7
664	268	410	269	6
243	290	274	289	8
229	336	309	183	4
146	259	503	136	7
217	303	252	305	5
88	41	584	230	7
609	304	318	268	6
197	304	262	249	5
113	49	643	287	7
62	67	197	131	1
263	311	214	274	8
247	288	273	146	4
218	343	295	281	8
115	91	594	280	7
256	363	301	256	8
116	356	228	291	5
114	148	197	272	1
275	135	315	329	5
233	358	315	223	8
178	0	543	205	7
567	329	315	271	6
266	333	260	420	8
273	176	191	121	4
156	122	547	214	7
128	222	585	309	7
234	288	236	354	5
157	138	84	87	1
236	249	288	240	4
41	125	29	179	1
241	313	257	281	8
229	288	220	311	5
224	319	297	313	8
242	379	280	205	8
143	267	278	342	5
109	216	80	239	1
147	156	610	221	7
630	257	256	312	6
158	298	266	220	4
186	244	273	256	5
59	231	557	223	7
114	185	444	171	7
165	299	284	260	5
253	306	305	300	8
135	12	578	220	7
